date,Day,aircraft,helicopter,tank,APC,field artillery,MRL,drone,naval ship,anti-aircraft warfare,special equipment,vehicles and fuel tanks,cruise missiles,submarines
14-12-2025,1390,432,347,11410,23721,35041,1567,90124,28,1259,4026,69798,4073,1
13-12-2025,1389,432,347,11409,23714,35032,1567,89684,28,1258,4026,69717,4060,1
12-12-2025,1388,432,347,11406,23705,35008,1566,89401,28,1256,4024,69614,4060,1
11-12-2025,1387,431,347,11404,23699,34992,1564,89148,28,1253,4022,69507,4058,1
10-12-2025,1386,431,347,11404,23692,34969,1563,89066,28,1253,4019,69350,4058,1
09-12-2025,1385,431,347,11403,23691,34944,1563,88889,28,1253,4019,69243,4058,1
08-12-2025,1384,431,347,11403,23689,34917,1562,88457,28,1253,4018,69182,4058,1
07-12-2025,1383,431,347,11401,23688,34907,1562,87927,28,1253,4015,69135,4054,1
06-12-2025,1382,431,347,11398,23688,34874,1560,87387,28,1253,4015,69037,4024,1
05-12-2025,1381,431,347,11396,23686,34843,1558,86900,28,1253,4014,68907,4024,1
04-12-2025,1380,430,347,11396,23685,34809,1556,86476,28,1253,4012,68813,4024,1
03-12-2025,1379,430,347,11393,23682,34780,1555,86231,28,1253,4012,68688,4024,1
02-12-2025,1378,430,347,11387,23679,34768,1552,86141,28,1253,4011,68641,4024,1
01-12-2025,1377,430,347,11387,23678,34754,1552,86090,28,1253,4010,68583,4024,1
30-11-2025,1376,430,347,11386,23672,34740,1552,85851,28,1253,4010,68512,4024,1
29-11-2025,1375,430,347,11381,23658,34733,1550,85343,28,1253,4010,68463,3995,1
28-11-2025,1374,430,347,11380,23643,34730,1550,85237,28,1253,4008,68399,3995,1
27-11-2025,1373,430,347,11373,23628,34709,1550,85174,28,1253,4008,68351,3995,1
26-11-2025,1372,428,347,11372,23625,34688,1549,84960,28,1252,4007,68242,3995,1
25-11-2025,1371,428,347,11368,23624,34644,1549,84217,28,1250,4006,68118,3981,1
24-11-2025,1370,428,347,11366,23620,34626,1549,83769,28,1248,4003,68006,3981,1
23-11-2025,1369,428,347,11363,23615,34585,1549,83338,28,1248,4003,67922,3981,1
22-11-2025,1368,428,347,11361,23607,34559,1547,82842,28,1248,4002,67842,3981,1
21-11-2025,1367,428,347,11357,23600,34550,1546,82620,28,1247,4002,67768,3981,1
20-11-2025,1366,428,347,11357,23597,34530,1546,82470,28,1247,4002,67703,3981,1
19-11-2025,1365,428,347,11356,23595,34511,1546,82086,28,1247,4001,67635,3940,1
18-11-2025,1364,428,347,11355,23594,34499,1545,81793,28,1247,4000,67579,3940,1
17-11-2025,1363,428,347,11355,23594,34486,1544,81499,28,1246,4000,67536,3940,1
16-11-2025,1362,428,347,11353,23591,34469,1543,81286,28,1244,4000,67464,3940,1
15-11-2025,1361,428,347,11350,23588,34443,1541,80877,28,1244,3998,67396,3940,1
14-11-2025,1360,428,347,11344,23569,34423,1540,80387,28,1242,3996,67306,3926,1
13-11-2025,1359,428,347,11344,23567,34388,1540,79945,28,1242,3996,67211,3926,1
12-11-2025,1358,428,347,11342,23556,34379,1540,79804,28,1240,3994,67123,3926,1
11-11-2025,1357,428,347,11342,23553,34366,1539,79642,28,1239,3993,67036,3926,1
10-11-2025,1356,428,347,11342,23552,34349,1538,79425,28,1239,3993,66957,3926,1
09-11-2025,1355,428,347,11335,23545,34340,1538,79368,28,1239,3993,66880,3926,1
08-11-2025,1354,428,347,11330,23544,34321,1538,78928,28,1239,3993,66795,3918,1
07-11-2025,1353,428,346,11330,23543,34301,1535,78678,28,1238,3993,66723,3918,1
06-11-2025,1352,428,346,11329,23541,34288,1535,78430,28,1237,3991,66658,3918,1
05-11-2025,1351,428,346,11329,23535,34273,1535,78258,28,1237,3990,66574,3918,1
04-11-2025,1350,428,346,11326,23532,34249,1535,77860,28,1235,3990,66504,3918,1
03-11-2025,1349,428,346,11321,23531,34207,1534,77435,28,1235,3989,66411,3918,1
02-11-2025,1348,428,346,11316,23525,34162,1534,77052,28,1235,3987,66290,3917,1
01-11-2025,1347,428,346,11316,23521,34137,1534,76704,28,1235,3987,66169,3917,1
31-10-2025,1346,428,346,11310,23519,34128,1533,76355,28,1231,3986,66111,3917,1
30-10-2025,1345,428,346,11305,23514,34089,1532,75707,28,1230,3986,65993,3880,1
29-10-2025,1344,428,346,11303,23511,34064,1530,75367,28,1230,3986,65865,3880,1
28-10-2025,1343,428,346,11299,23508,34044,1529,75054,28,1230,3984,65786,3880,1
27-10-2025,1342,428,346,11293,23480,34036,1527,74946,28,1230,3981,65655,3880,1
26-10-2025,1341,428,346,11291,23477,34002,1526,74399,28,1230,3981,65517,3880,1
25-10-2025,1340,428,346,11287,23459,33987,1526,74185,28,1230,3981,65436,3880,1
24-10-2025,1339,428,346,11283,23458,33972,1526,73826,28,1230,3981,65356,3880,1
23-10-2025,1338,428,346,11282,23453,33938,1525,73386,28,1230,3981,65228,3880,1
22-10-2025,1337,428,346,11280,23447,33914,1524,72760,28,1229,3981,65122,3864,1
21-10-2025,1336,428,346,11278,23436,33902,1524,72600,28,1229,3980,65026,3864,1
20-10-2025,1335,428,346,11270,23399,33879,1524,72365,28,1229,3980,64892,3864,1
19-10-2025,1334,428,346,11268,23399,33834,1524,71967,28,1228,3980,64798,3864,1
18-10-2025,1333,428,346,11267,23396,33789,1522,71523,28,1228,3980,64672,3864,1
17-10-2025,1332,427,346,11266,23394,33748,1520,71025,28,1228,3978,64541,3864,1
16-10-2025,1331,427,346,11261,23384,33713,1520,70437,28,1227,3977,64468,3859,1
15-10-2025,1330,427,346,11259,23347,33671,1520,70021,28,1227,3977,64329,3859,1
14-10-2025,1329,427,346,11256,23345,33628,1520,69632,28,1225,3977,64188,3859,1
13-10-2025,1328,427,346,11251,23345,33599,1520,69242,28,1225,3977,64043,3859,1
12-10-2025,1327,427,346,11248,23345,33578,1518,69010,28,1225,3976,63934,3859,1
11-10-2025,1326,427,346,11247,23345,33568,1518,68766,28,1225,3973,63847,3859,1
10-10-2025,1325,427,346,11246,23339,33547,1517,68547,28,1225,3973,63775,3841,1
09-10-2025,1324,427,346,11241,23325,33534,1517,68293,28,1225,3973,63705,3841,1
08-10-2025,1323,427,346,11240,23324,33519,1517,67965,28,1225,3973,63650,3841,1
07-10-2025,1322,427,346,11238,23319,33493,1516,67564,28,1224,3973,63575,3841,1
06-10-2025,1321,427,346,11235,23313,33464,1516,67226,28,1223,3971,63496,3841,1
05-10-2025,1320,427,346,11230,23299,33446,1516,66863,28,1222,3971,63433,3803,1
04-10-2025,1319,427,346,11226,23298,33428,1515,66543,28,1222,3971,63398,3803,1
03-10-2025,1318,427,346,11225,23297,33413,1514,66093,28,1222,3970,63325,3793,1
02-10-2025,1317,427,346,11224,23296,33336,1507,65823,28,1224,3979,63303,3790,1
01-10-2025,1316,427,346,11223,23294,33324,1505,65552,28,1224,3979,63274,3790,1
30-09-2025,1315,427,346,11222,23291,33311,1505,65303,28,1224,3979,63241,3790,1
29-09-2025,1314,427,345,11218,23290,33284,1504,65002,28,1224,3979,63151,3790,1
28-09-2025,1313,427,345,11211,23290,33231,1503,64385,28,1223,3977,63040,3747,1
27-09-2025,1312,427,345,11204,23288,33186,1502,63931,28,1223,3977,62909,3747,1
26-09-2025,1311,427,345,11203,23287,33147,1501,63569,28,1222,3975,62818,3747,1
25-09-2025,1310,427,345,11201,23287,33133,1501,63235,28,1222,3975,62736,3747,1
24-09-2025,1309,426,345,11201,23285,33095,1496,62820,28,1218,3973,62616,3747,1
23-09-2025,1308,424,345,11199,23282,33052,1495,62486,28,1218,3969,62486,3747,1
22-09-2025,1307,422,344,11194,23282,32999,1493,62001,28,1218,3969,62363,3747,1
21-09-2025,1306,422,341,11193,23281,32952,1492,61598,28,1218,3969,62245,3747,1
20-09-2025,1305,422,341,11192,23280,32927,1492,61045,28,1218,3968,62168,3718,1
19-09-2025,1304,422,341,11191,23278,32896,1492,60680,28,1218,3968,62044,3718,1
18-09-2025,1303,422,341,11191,23277,32879,1491,60469,28,1217,3965,62000,3718,1
17-09-2025,1302,422,341,11189,23277,32846,1490,60079,28,1217,3965,61878,3718,1
16-09-2025,1301,422,341,11184,23274,32810,1490,59719,28,1217,3965,61770,3718,1
15-09-2025,1300,422,341,11184,23269,32784,1488,59409,28,1217,3965,61698,3718,1
14-09-2025,1299,422,341,11184,23267,32749,1487,59086,28,1217,3964,61614,3718,1
13-09-2025,1298,422,341,11181,23267,32707,1486,58825,28,1217,3964,61512,3718,1
12-09-2025,1297,422,341,11177,23266,32668,1485,58467,28,1217,3964,61403,3718,1
11-09-2025,1296,422,341,11176,23264,32628,1483,58194,28,1217,3964,61339,3718,1
10-09-2025,1295,422,341,11172,23262,32606,1483,57851,28,1217,3964,61290,3691,1
09-09-2025,1294,422,341,11169,23261,32577,1482,57504,28,1217,3963,61207,3691,1
08-09-2025,1293,422,341,11168,23258,32545,1481,57278,28,1217,3961,61135,3691,1
07-09-2025,1292,422,341,11163,23254,32516,1481,56817,28,1217,3961,61054,3686,1
06-09-2025,1291,422,341,11161,23243,32474,1480,56523,28,1217,3957,60950,3686,1
05-09-2025,1290,422,341,11159,23243,32435,1480,56267,28,1216,3956,60831,3686,1
04-09-2025,1289,422,341,11157,23241,32385,1479,56045,28,1215,3956,60692,3686,1
03-09-2025,1288,422,341,11157,23237,32342,1477,55784,28,1213,3956,60600,3664,1
02-09-2025,1287,422,341,11156,23233,32301,1477,55446,28,1213,3952,60488,3664,1
01-09-2025,1286,422,341,11155,23229,32248,1476,55276,28,1213,3952,60399,3664,1
31-08-2025,1285,422,340,11151,23212,32199,1476,55062,28,1213,3952,60305,3664,1
30-08-2025,1284,422,340,11149,23210,32172,1476,54691,28,1213,3952,60222,3626,1
29-08-2025,1283,422,340,11143,23191,32125,1476,54375,28,1213,3952,60116,3626,1
28-08-2025,1282,422,340,11139,23185,32064,1474,53961,28,1212,3952,60007,3598,1
27-08-2025,1281,422,340,11135,23178,32024,1472,53636,28,1212,3950,59887,3598,1
26-08-2025,1280,422,340,11134,23178,31979,1472,53442,28,1211,3950,59769,3598,1
25-08-2025,1279,422,340,11130,23175,31946,1472,53347,28,1211,3948,59672,3598,1
24-08-2025,1278,422,340,11129,23167,31898,1472,53056,28,1211,3944,59593,3598,1
23-08-2025,1277,422,340,11129,23164,31858,1472,52935,28,1210,3944,59512,3598,1
22-08-2025,1276,422,340,11124,23160,31835,1472,52787,28,1210,3944,59426,3598,1
21-08-2025,1275,422,340,11120,23157,31789,1471,52469,28,1209,3944,59316,3565,1
20-08-2025,1274,422,340,11119,23152,31748,1470,52154,28,1208,3943,59202,3565,1
19-08-2025,1273,422,340,11118,23148,31698,1470,51894,28,1208,3943,59060,3558,1
18-08-2025,1272,422,340,11118,23148,31632,1469,51685,28,1208,3942,58937,3558,1
17-08-2025,1271,422,340,11116,23143,31589,1468,51528,28,1208,3942,58821,3558,1
16-08-2025,1270,422,340,11112,23135,31540,1467,51342,28,1207,3942,58733,3558,1
15-08-2025,1269,422,340,11106,23133,31498,1467,51190,28,1207,3940,58596,3558,1
14-08-2025,1268,421,340,11104,23130,31458,1466,51043,28,1207,3937,58456,3558,1
13-08-2025,1267,421,340,11099,23127,31429,1465,50852,28,1207,3937,58265,3558,1
12-08-2025,1266,421,340,11098,23119,31406,1464,50753,28,1205,3937,58219,3556,1
11-08-2025,1265,421,340,11093,23114,31380,1462,50646,28,1204,3936,58113,3556,1
10-08-2025,1264,421,340,11089,23107,31343,1460,50455,28,1204,3936,57982,3556,1
09-08-2025,1263,421,340,11088,23103,31273,1456,50315,28,1204,3936,57856,3555,1
08-08-2025,1262,421,340,11083,23102,31232,1456,50168,28,1203,3936,57731,3555,1
07-08-2025,1261,421,340,11076,23095,31180,1456,49930,28,1203,3936,57605,3555,1
06-08-2025,1260,421,340,11072,23091,31133,1455,49767,28,1203,3936,57475,3555,1
05-08-2025,1259,421,340,11071,23091,31081,1452,49620,28,1203,3935,57337,3555,1
04-08-2025,1258,421,340,11069,23079,31053,1452,49451,28,1203,3935,57244,3553,1
03-08-2025,1257,421,340,11068,23071,31025,1452,49374,28,1203,3935,57159,3552,1
02-08-2025,1256,421,340,11068,23069,30982,1452,49196,28,1203,3935,57024,3551,1
01-08-2025,1255,421,340,11068,23068,30944,1451,49057,28,1203,3935,56894,3551,1
31-07-2025,1254,421,340,11067,23066,30911,1451,48894,28,1203,3935,56822,3548,1
30-07-2025,1253,421,340,11066,23065,30895,1451,48685,28,1202,3935,56754,3548,1
29-07-2025,1252,421,340,11065,23064,30865,1451,48585,28,1202,3935,56687,3548,1
28-07-2025,1251,421,340,11061,23064,30826,1450,48393,28,1201,3935,56596,3546,1
27-07-2025,1250,421,340,11057,23063,30822,1449,48158,28,1201,3935,56493,3546,1
26-07-2025,1249,421,340,11056,23059,30812,1448,47959,28,1201,3935,56371,3535,1
25-07-2025,1248,421,340,11049,23052,30777,1446,47834,28,1201,3935,56213,3535,1
24-07-2025,1247,421,340,11046,23047,30746,1446,47638,28,1199,3935,56137,3533,1
23-07-2025,1246,421,340,11041,23037,30722,1446,47552,28,1199,3935,56041,3533,1
22-07-2025,1245,421,340,11038,23035,30680,1445,47437,28,1199,3935,55953,3533,1
21-07-2025,1244,421,340,11037,23028,30637,1444,47181,28,1199,3934,55859,3515,1
20-07-2025,1243,421,340,11035,23021,30583,1443,46982,28,1198,3932,55727,3515,1
19-07-2025,1242,421,340,11032,23012,30531,1442,46712,28,1198,3932,55606,3492,1
18-07-2025,1241,421,340,11032,23005,30485,1441,46549,28,1197,3932,55494,3491,1
17-07-2025,1240,421,340,11029,22996,30438,1440,46414,28,1197,3932,55383,3491,1
16-07-2025,1239,421,340,11025,22995,30395,1440,46164,28,1196,3932,55229,3491,1
15-07-2025,1238,421,340,11022,22993,30346,1440,45880,28,1194,3932,55147,3491,1
14-07-2025,1237,421,340,11019,22987,30294,1438,45635,28,1194,3932,55025,3491,1
13-07-2025,1236,421,340,11016,22983,30243,1438,45511,28,1194,3929,54923,3491,1
12-07-2025,1235,421,340,11013,22980,30194,1437,45248,28,1193,3929,54822,3459,1
11-07-2025,1234,421,340,11013,22979,30163,1437,45003,28,1193,3929,54732,3459,1
10-07-2025,1233,421,340,11011,22972,30140,1437,44781,28,1193,3929,54656,3445,1
09-07-2025,1232,421,340,11000,22969,30102,1434,44457,28,1193,3929,54575,3439,1
08-07-2025,1231,421,340,10995,22967,30034,1434,44230,28,1192,3927,54456,3439,1
07-07-2025,1230,421,340,10995,22963,29993,1432,44058,28,1192,3927,54370,3439,1
06-07-2025,1229,421,340,10992,22956,29960,1430,43825,28,1192,3925,54252,3439,1
05-07-2025,1228,420,340,10990,22953,29921,1428,43609,28,1191,3925,54148,3439,1
04-07-2025,1227,420,340,10988,22946,29865,1428,43303,28,1191,3925,53999,3436,1
03-07-2025,1226,420,340,10986,22936,29815,1427,43098,28,1191,3922,53887,3436,1
02-07-2025,1225,420,340,10985,22931,29794,1427,43013,28,1191,3921,53786,3436,1
01-07-2025,1224,420,340,10983,22928,29754,1427,42940,28,1190,3921,53696,3436,1
30-06-2025,1223,420,340,10980,22922,29718,1427,42796,28,1190,3921,53593,3436,1
29-06-2025,1222,420,337,10976,22915,29689,1425,42624,28,1189,3921,53508,3394,1
28-06-2025,1221,420,337,10970,22908,29665,1425,42477,28,1189,3921,53415,3394,1
27-06-2025,1220,416,337,10969,22896,29630,1425,42240,28,1188,3921,53284,3388,1
26-06-2025,1219,416,337,10968,22892,29617,1425,42153,28,1188,3921,53195,3388,1
25-06-2025,1218,416,337,10967,22885,29569,1425,42046,28,1188,3920,53084,3388,1
24-06-2025,1217,416,337,10966,22879,29511,1424,41915,28,1188,3920,52961,3388,1
23-06-2025,1216,416,337,10965,22872,29490,1423,41717,28,1188,3920,52861,3376,1
22-06-2025,1215,416,337,10964,22867,29432,1421,41579,28,1188,3920,52734,3376,1
21-06-2025,1214,416,337,10955,22865,29393,1421,41422,28,1188,3920,52617,3369,1
20-06-2025,1213,416,337,10954,22860,29374,1421,41299,28,1188,3920,52501,3369,1
19-06-2025,1212,416,337,10951,22853,29328,1420,41229,28,1187,3918,52420,3369,1
18-06-2025,1211,416,337,10947,22845,29265,1420,41165,28,1187,3916,52312,3369,1
17-06-2025,1210,416,337,10940,22814,29228,1419,40981,28,1187,3916,52175,3346,1
16-06-2025,1209,416,337,10939,22811,29208,1418,40804,28,1187,3916,52096,3346,1
15-06-2025,1208,416,337,10937,22804,29190,1418,40709,28,1186,3915,52017,3337,1
14-06-2025,1207,416,337,10937,22798,29157,1417,40586,28,1185,3914,51928,3337,1
13-06-2025,1206,416,337,10934,22791,29105,1416,40507,28,1184,3914,51821,3337,1
12-06-2025,1205,416,337,10933,22786,29063,1413,40435,28,1184,3914,51715,3337,1
11-06-2025,1204,416,337,10927,22783,29016,1413,40297,28,1183,3914,51579,3337,1
10-06-2025,1203,416,337,10919,22768,28982,1412,40057,28,1183,3912,51455,3330,1
09-06-2025,1202,414,337,10915,22759,28934,1411,39818,28,1183,3911,51348,3315,1
08-06-2025,1201,414,337,10911,22748,28892,1410,39651,28,1183,3911,51225,3315,1
07-06-2025,1200,413,337,10904,22737,28850,1410,39493,28,1181,3908,51079,3308,1
06-06-2025,1199,413,336,10889,22685,28794,1406,39193,28,1180,3907,50913,3271,1
05-06-2025,1198,413,336,10887,22680,28750,1406,39019,28,1177,3907,50812,3271,1
04-06-2025,1197,413,336,10884,22678,28711,1402,38924,28,1176,3907,50730,3271,1
03-06-2025,1196,413,336,10881,22671,28623,1402,38748,28,1176,3905,50607,3271,1
02-06-2025,1195,372,336,10874,22663,28575,1401,38622,28,1175,3905,50462,3271,1
01-06-2025,1194,372,336,10872,22656,28527,1401,38366,28,1173,3903,50325,3268,1
31-05-2025,1193,372,336,10867,22652,28475,1400,38215,28,1173,3902,50198,3265,1
30-05-2025,1192,372,336,10865,22647,28421,1398,38070,28,1172,3902,50089,3265,1
29-05-2025,1191,372,336,10864,22645,28386,1397,37999,28,1171,3902,50015,3265,1
28-05-2025,1190,372,336,10864,22644,28355,1397,37918,28,1171,3902,49959,3265,1
27-05-2025,1189,372,336,10860,22642,28337,1397,37853,28,1171,3902,49907,3265,1
26-05-2025,1188,372,336,10858,22641,28320,1397,37631,28,1171,3902,49843,3256,1
25-05-2025,1187,372,336,10854,22633,28269,1396,37367,28,1169,3902,49751,3203,1
24-05-2025,1186,372,336,10852,22622,28201,1395,37177,28,1169,3895,49639,3197,1
23-05-2025,1185,372,336,10841,22575,28165,1390,36945,28,1167,3895,49407,3197,1
22-05-2025,1184,372,336,10839,22574,28122,1388,36797,28,1167,3895,49268,3197,1
21-05-2025,1183,372,336,10835,22569,28090,1388,36692,28,1167,3895,49169,3197,1
20-05-2025,1182,372,336,10834,22567,28067,1388,36621,28,1167,3894,49093,3197,1
19-05-2025,1181,372,336,10833,22562,28009,1387,36503,28,1167,3892,48988,3197,1
18-05-2025,1180,372,336,10832,22557,27980,1387,36385,28,1167,3892,48900,3197,1
17-05-2025,1179,372,336,10831,22553,27942,1386,36278,28,1167,3892,48809,3197,1
16-05-2025,1178,372,336,10825,22546,27908,1385,36123,28,1167,3892,48713,3197,1
15-05-2025,1177,372,336,10812,22514,27872,1384,36000,28,1166,3892,48547,3197,1
14-05-2025,1176,372,335,10804,22501,27827,1382,35860,28,1165,3884,48382,3197,1
13-05-2025,1175,372,335,10802,22487,27780,1381,35778,28,1162,3884,48256,3197,1
12-05-2025,1174,372,335,10800,22473,27718,1381,35678,28,1162,3884,48118,3197,1
11-05-2025,1173,372,335,10792,22446,27670,1381,35537,28,1159,3878,47947,3197,1
10-05-2025,1172,372,335,10790,22440,27637,1380,35482,28,1158,3875,47830,3197,1
09-05-2025,1171,372,335,10786,22433,27588,1380,35446,28,1157,3875,47724,3197,1
08-05-2025,1170,372,335,10782,22429,27552,1379,35407,28,1156,3875,47604,3197,1
07-05-2025,1169,372,335,10780,22419,27502,1378,35266,28,1155,3873,47484,3197,1
06-05-2025,1168,372,335,10766,22416,27431,1378,35142,28,1155,3873,47353,3196,1
05-05-2025,1167,372,335,10763,22411,27370,1377,34997,28,1155,3870,47250,3196,1
04-05-2025,1166,372,335,10758,22403,27327,1376,34860,28,1155,3870,47141,3196,1
03-05-2025,1165,370,335,10745,22369,27234,1375,34665,28,1153,3870,47003,3197,1
02-05-2025,1164,370,335,10741,22369,27186,1375,34539,28,1152,3869,46882,3196,1
01-05-2025,1163,370,335,10732,22364,27136,1375,34401,28,1148,3869,46750,3196,1
30-04-2025,1162,370,335,10729,22353,27091,1374,34289,28,1146,3869,46611,3196,1
29-04-2025,1161,370,335,10728,22352,27080,1373,34177,28,1146,3860,46432,3196,1
28-04-2025,1160,370,335,10723,22338,27038,1373,34083,28,1145,3860,46292,3196,1
27-04-2025,1159,370,335,10719,22325,27007,1373,34011,28,1145,3860,46187,3196,1
26-04-2025,1158,370,335,10711,22320,26965,1372,33897,28,1145,3860,46051,3196,1
25-04-2025,1157,370,335,10703,22315,26895,1372,33779,28,1144,3860,45906,3196,1
24-04-2025,1156,370,335,10694,22312,26823,1369,33660,28,1141,3860,45755,3148,1
23-04-2025,1155,370,335,10691,22307,26774,1368,33526,28,1141,3860,45621,3148,1
22-04-2025,1154,370,335,10683,22296,26689,1367,33388,28,1140,3859,45458,3148,1
21-04-2025,1153,370,335,10679,22273,26659,1368,33270,28,1139,3859,45324,3148,1
20-04-2025,1152,370,335,10677,22271,26649,1368,33240,28,1139,3859,45274,3148,1
19-04-2025,1151,370,335,10676,22266,26600,1368,33176,28,1139,3858,45162,3148,1
18-04-2025,1150,370,335,10662,22257,26530,1367,33065,28,1136,3858,44954,3145,1
17-04-2025,1149,370,335,10654,22217,26442,1366,32925,28,1135,3807,44642,3145,1
16-04-2025,1148,370,335,10638,22163,26377,1364,32837,28,1132,3804,44472,3145,1
15-04-2025,1147,370,335,10629,22150,26290,1364,32691,28,1132,3801,44339,3145,1
14-04-2025,1146,370,335,10622,22130,26222,1362,32544,28,1130,3801,44129,3145,1
13-04-2025,1145,370,335,10603,22088,26163,1362,32425,28,1128,3799,43950,3145,1
12-04-2025,1144,370,335,10591,22055,26092,1362,32278,28,1127,3798,43807,3145,1
11-04-2025,1143,370,335,10580,22048,26043,1360,32200,28,1127,3798,43679,3145,1
10-04-2025,1142,370,335,10579,22033,25982,1359,32078,28,1127,3796,43514,3145,1
09-04-2025,1141,370,335,10576,22021,25912,1359,31973,28,1127,3792,43345,3145,1
08-04-2025,1140,370,335,10572,22011,25860,1359,31917,28,1126,3792,43227,3145,1
07-04-2025,1139,370,335,10567,21997,25817,1356,31874,28,1124,3790,43120,3145,1
06-04-2025,1138,370,335,10554,21972,25786,1354,31846,28,1124,3789,43050,3130,1
05-04-2025,1137,370,335,10541,21952,25730,1350,31778,28,1124,3788,42954,3130,1
04-04-2025,1136,370,335,10528,21932,25663,1349,31669,28,1123,3787,42841,3123,1
03-04-2025,1135,370,335,10521,21902,25625,1348,31597,28,1123,3787,42775,3123,1
02-04-2025,1134,370,335,10515,21880,25576,1347,31505,28,1123,3787,42687,3123,1
01-04-2025,1133,370,335,10505,21856,25552,1347,31462,28,1123,3787,42646,3123,1
31-03-2025,1132,370,335,10496,21819,25537,1347,31416,28,1123,3787,42593,3121,1
30-03-2025,1131,370,335,10492,21816,25507,1347,31345,28,1122,3787,42528,3121,1
29-03-2025,1130,370,335,10478,21796,25451,1345,31234,28,1122,3787,42398,3121,1
28-03-2025,1129,370,335,10455,21762,25387,1344,31070,28,1119,3787,42280,3121,1
27-03-2025,1128,370,335,10438,21701,25265,1343,30926,28,1118,3787,42070,3121,1
26-03-2025,1127,370,335,10430,21685,25207,1341,30818,28,1117,3786,41901,3121,1
25-03-2025,1126,370,335,10425,21670,25190,1341,30759,28,1117,3785,41824,3121,1
24-03-2025,1125,370,335,10420,21652,25129,1338,30641,28,1117,3785,41726,3121,1
23-03-2025,1124,370,331,10412,21636,25048,1333,30495,28,1116,3784,41610,3121,1
22-03-2025,1123,370,331,10403,21609,24944,1327,30338,28,1111,3782,41425,3121,1
21-03-2025,1122,370,331,10394,21589,24848,1324,30080,28,1111,3782,41259,3121,1
20-03-2025,1121,370,331,10377,21561,24747,1322,29895,28,1110,3780,41094,3121,1
19-03-2025,1120,370,331,10364,21523,24704,1320,29716,28,1107,3780,41003,3121,1
18-03-2025,1119,370,331,10352,21509,24640,1319,29616,28,1107,3780,40892,3121,1
17-03-2025,1118,370,331,10344,21489,24598,1318,29467,28,1104,3778,40785,3121,1
16-03-2025,1117,370,331,10325,21478,24561,1317,29413,28,1104,3777,40684,3121,1
15-03-2025,1116,370,331,10315,21458,24483,1315,29233,28,1103,3777,40571,3121,1
14-03-2025,1115,370,331,10313,21443,24455,1314,29136,28,1103,3777,40469,3121,1
13-03-2025,1114,370,331,10307,21432,24409,1314,28983,28,1103,3777,40355,3121,1
12-03-2025,1113,370,331,10306,21430,24390,1314,28912,28,1103,3777,40274,3121,1
11-03-2025,1112,370,331,10303,21423,24346,1313,28801,28,1103,3775,40205,3121,1
10-03-2025,1111,370,331,10292,21400,24271,1311,28603,28,1102,3773,40071,3120,1
09-03-2025,1110,370,331,10274,21360,24206,1310,28362,28,1101,3773,39933,3120,1
08-03-2025,1109,370,331,10268,21346,24148,1307,28172,28,1099,3772,39791,3120,1
07-03-2025,1108,370,331,10264,21334,24124,1306,28024,28,1096,3769,39678,3085,1
06-03-2025,1107,370,331,10261,21311,24108,1306,27929,28,1096,3769,39606,3085,1
05-03-2025,1106,370,331,10256,21304,24087,1306,27849,28,1094,3769,39512,3085,1
04-03-2025,1105,370,331,10255,21298,24064,1306,27741,28,1094,3768,39428,3085,1
03-03-2025,1104,370,331,10252,21290,24019,1306,27655,28,1093,3768,39327,3085,1
02-03-2025,1103,370,331,10241,21274,23959,1306,27594,28,1091,3768,39218,3085,1
01-03-2025,1102,370,331,10233,21249,23908,1304,27402,28,1088,3763,39101,3085,1
28-02-2025,1101,370,331,10222,21234,23847,1303,27274,28,1087,3763,38994,3085,1
27-02-2025,1100,370,331,10209,21196,23755,1299,27102,28,1086,3760,38842,3064,1
26-02-2025,1099,370,331,10201,21183,23686,1299,26961,28,1085,3759,38702,3064,1
25-02-2025,1098,370,331,10182,21168,23652,1299,26767,28,1083,3759,38582,3064,1
24-02-2025,1097,370,331,10177,21157,23626,1299,26645,28,1081,3757,38444,3064,1
23-02-2025,1096,370,331,10168,21151,23582,1296,26428,28,1081,3757,38334,3064,1
22-02-2025,1095,370,331,10161,21139,23528,1295,26311,28,1080,3754,38234,3064,1
21-02-2025,1094,370,331,10146,21130,23462,1295,26156,28,1080,3753,38104,3064,1
20-02-2025,1093,370,331,10134,21112,23410,1291,26021,28,1078,3752,37961,3064,1
19-02-2025,1092,370,331,10120,21098,23347,1288,25861,28,1072,3752,37825,3064,1
18-02-2025,1091,370,331,10101,21075,23275,1285,25686,28,1068,3751,37679,3064,1
17-02-2025,1090,370,331,10089,21063,23222,1283,25505,28,1067,3750,37605,3063,1
16-02-2025,1089,370,331,10073,21011,23185,1283,25377,28,1067,3749,37456,3063,1
15-02-2025,1088,370,331,10068,20927,23174,1283,25341,28,1067,3747,37379,3063,1
14-02-2025,1087,370,331,10057,20910,23115,1282,25224,28,1066,3745,37252,3063,1
13-02-2025,1086,370,331,10040,20894,23034,1278,25072,28,1063,3744,37096,3063,1
12-02-2025,1085,370,331,10023,20871,22976,1276,24919,28,1061,3742,36928,3057,1
11-02-2025,1084,370,331,10014,20844,22923,1275,24755,28,1060,3741,36807,3056,1
10-02-2025,1083,370,331,10001,20813,22879,1273,24623,28,1059,3740,36638,3054,1
09-02-2025,1082,370,331,9992,20797,22844,1273,24486,28,1056,3739,36529,3054,1
